Logo,,//upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Embl%C3%A8me_de_l%27%C3%89tat-Major_des_arm%C3%A9es_%28EMA%29.svg/70px-Embl%C3%A8me_de_l%27%C3%89tat-Major_des_arm%C3%A9es_%28EMA%29.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Logo_of_the_French_Army_%28Armee_de_Terre%29.svg/70px-Logo_of_the_French_Army_%28Armee_de_Terre%29.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Logo_of_the_French_Navy_%28Marine_Nationale%29.svg/70px-Logo_of_the_French_Navy_%28Marine_Nationale%29.svg.png,//upload.wikimedia.org/wikipedia/fr/thumb/b/b6/Logo_de_la_Direction_g%C3%A9n%C3%A9rale_de_l%27Armement.svg/70px-Logo_de_la_Direction_g%C3%A9n%C3%A9rale_de_l%27Armement.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/5/57/Logo_de_l%27Arm%C3%A9e_de_l%27Air_et_de_l%27Espace.svg/70px-Logo_de_l%27Arm%C3%A9e_de_l%27Air_et_de_l%27Espace.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Gendarmerie_nationale_logo.svg/70px-Gendarmerie_nationale_logo.svg.png
Forces,SGA,EMA,Armée de terre,Marine nationale,DGA,Armée de l'air et de l'espace,Gendarmerie nationale
Sites officiels,[135],[136],[137],[138],[139],[140],[141]
